url,name,context,age,gender,description,mode
https://soundcloud.com/elephantvoices/ethogram-estrous-rumble-a1102909,Estrous-Rumble,Courtship,Estrous,Female,"These calls represent a Mating-Pandemonium that occurred following a mating. Within the cacophony of calling the highly modulated and rhythmic Estrous-Rumbles by the estrous female may be detected. (Maasai Mara, Kenya)",acoustic-vocal
https://soundcloud.com/elephantvoices/ethogram-estrous-rumble-a1102909,Estrous-Rumble,Courtship,Estrous,Female,"These calls represent a Mating-Pandemonium that occurred following a mating. Within the cacophony of calling the highly modulated and rhythmic Estrous-Rumbles by the estrous female may be detected. (Maasai Mara, Kenya)",acoustic-vocal
https://soundcloud.com/elephantvoices/ethogram-estrous-rumble-a1102909,Estrous-Rumble,Courtship,Estrous,Female,"These calls represent a Mating-Pandemonium that occurred following a mating. Within the cacophony of calling the highly modulated and rhythmic Estrous-Rumbles by the estrous female may be detected. (Maasai Mara, Kenya)",acoustic-vocal
https://soundcloud.com/elephantvoices/ethogram-estrous-rumble-a1102909,Estrous-Rumble,Courtship,Estrous,Female,"These calls represent a Mating-Pandemonium that occurred following a mating. Within the cacophony of calling the highly modulated and rhythmic Estrous-Rumbles by the estrous female may be detected. (Maasai Mara, Kenya)",acoustic-vocal
https://soundcloud.com/elephantvoices/ethogram-estrous-rumble-a1102909,Estrous-Rumble,Courtship,Estrous,Female,"These calls represent a Mating-Pandemonium that occurred following a mating. Within the cacophony of calling the highly modulated and rhythmic Estrous-Rumbles by the estrous female may be detected. (Maasai Mara, Kenya)",acoustic-vocal
https://soundcloud.com/elephantvoices/ethogram-estrous-rumble-a1102909,Estrous-Rumble,Courtship,Estrous,Female,"These calls represent a Mating-Pandemonium that occurred following a mating. Within the cacophony of calling the highly modulated and rhythmic Estrous-Rumbles by the estrous female may be detected. (Maasai Mara, Kenya)",acoustic-vocal
https://vimeo.com/418408860,Estrous-Running-Rumble,Advertisement & Attraction,Estrous,Female,"Amparo is Chased by Esau and other males. Esau tries Reaching-Over but she keeps running. She Tail-Swats to monitor how close Esau is. We hear her family Rumbling and Trumpeting in excitement in the background. Then we hear her emit a series of Estrous-Running-Rumbles and two Estrous-Roars as she is caught and Mounted by Esau. It appears to be a successful Mating and we hear the start of a Mating-Pandemonium as her family runs to the scene. (Amboseli, Kenya)",acoustic-vocal
https://vimeo.com/417162562,Mating,Courtship,Estrous,Female,"After a Chase Esau stands Reaching-Over an estrous female and Mounts her. While the long grass prevents us from having a good observation, we assume from the length of time he was Mounted (37 seconds) and the fact that the female Stands-to-Mate, that this was a successful Mating. During the Mating a rival male reaches out to touch Esau Trunk-to-Mouth and Esau touches him back. (Amboseli, Kenya)",acoustic-vocal
https://vimeo.com/417162601,Mating,Courtship,Estrous,Female,"Esau has been with some other males drinking at the waterhole when Amparo in estrus arrives and he discovers her. He Mates with her with rather few preliminaries. We see a short Chase and then he reaches his trunk over her back in a Reach-Over. He is being interrupted by a younger male and pauses to Head-Swipe at him. He Reaches-Over again. And then he Drives her, Pushing her with his head and tusks on her left side. Then, Reaching-Over again, he Mounts her. During this whole period Amparo Stands-to-Mate. Once Mounted she begins to move but Esau appears very steady and stays Mounted for 35 seconds, while she makes a 3/4 rotation. While he is Mounted the younger male Ear-Folds and circles around with them with his trunk raised high in a Periscope-Trunk posture and then Trunk-to-Genitals. At one point when Esaus tail is raised and swishing about, the younger male purposefully Backs-Toward him and appears to Tail-Swat Esau's tail! Esau dismounts and we see that Amparo engages in Ear-Folding and Rapid-Ear-Flapping and so is giving an Estrous-Rumble, though with the strong wind and long distance we can't hear it. (Amboseli, Kenya)",acoustic-vocal
https://vimeo.com/417162660,Mating,Courtship,Estrous,Female,"Amparo is Chased by Esau and other males. Esau tries Reaching-Over, but she keeps running. She Tail-Swats to monitor how close Esau is. We hear her family Rumbling and Trumpeting in excitement in the background. Then we hear her emit a series of Estrous-Running-Rumbles and two Estrous-Roars as she is caught and Mounted by Esau. It appears to be a successful Mating and we hear the start of a Mating-Pandemonium as her family runs to the scene. (Amboseli, Kenya)",acoustic-vocal
https://vimeo.com/468544192,Mating,Courtship,Estrous,Female,"The clip starts with Pascal in musth with a Penis-Erection closely following estrous female Amparo. She abruptly stops and Rump-Presents, standing with her body close to him. There is the slow moving calm that is typical of behavior immediately prior to a Mating between a high ranking, experienced musth male and an experienced adult female. Amparo stands for him Waiting and Pascal, too, Waits. Often this is when Driving occurs. Pascal has an erection which twitches to a full erection. Then Amparo initiates a Chase and Pascal tries a Reach-Over. The Chase continues for about 200 meters with both running or at a fast Walk and Pascal attempting to Reach-Over her to slow her movement. Amparo herself chooses to stop and the Rumbling of onlookers begins. With a full Penis-Erection attempts intromission. Amparo gives an Estrous-Roar and is streaming with Temporal-Gland-Secretion. Miranda - also in estrus, rushes over Rapid-Ear-Flapping. We can see a thread of semen. He achieves intromission on the 6th thrust; it lasts 32 seconds. We hear a Social-Trumpet and Miranda Rumbles and Rapid-Ear-Flaps. A family member and calf approach Rumbling and there is more Social-Trumpeting. As he dismounts we can see semen gush from Amparo's vagina and she gives an Estrous-Rumble with Open-Mouth and Chin-Out. Miranda Rumbles and Amparo gives another Open-Mouth Estrous-Rumble. She steps forward giving another Estrous-Rumble with Open-Mouth and Tail-Raising. More Rumbling and Social-Trumpeting as the family and others gather around in a Mating-Pandemonium. Miranda, Amparo and a relative all Rumble. Miranda approaches Pascal and reaches Trunk-to-Genitals, which causes her more excitement and renewed Rumbling. More Social-Trumpeting. Amparo steps forward again Tail-Raising. Estrous female Miranda Runs-After her Ear-Folding and Amparo Runs-Away. Miranda Rapid-Ear-Flaps and Backs-Toward Pascal. Miranda stands Rapid-Ear-Flapping with Open-Mouth and is likely Rumbling. Pascal follows Amparo. (Amboseli, Kenya)",acoustic-vocal
https://vimeo.com/468544313,Mating,Courtship,Estrous,Female,"Pascal is in musth and Amparo is in estrus and they are in Consort. This is the 4th day that she is in estrus and she is at her peak. At the start of the clip we see Pascal standing next to Amparo with a Penis-Erection. Pascal then begins a series of courtship behaviors for 2 and a half minutes: Reaching-Over her and Resting-Head on her three times and in between these gently Driving her - pushing and nudging her from side to side and reaching his Trunk-Toward her. Meanwhile, Amparo cooperates and shows she is ready by Backing-Toward him. She Stands-to-Mate. As the other elephants realise what is about to happen they walk toward her to watch. Tuskless Dram Rumbles and Amparo joins her with an Estrous-Rumble. Dram Rumbles twice more. As Pascal circles Amparo preparing her and himself, Dram walks over to sniff Pascals penis, reaching Trunk-to-Genitals and then Rumbles again. The tension in the group is palpable and two younger males in the background get into a Duel, Tusk-Clanking. An elephant Trumpets. Another male Runs-After them. Meanwhile Pascal steps back and forth shifting his weight from one foot to the other as he prepares to lift himself onto his hind legs and Dram Rumbles again. Pascal mounts and appears to achieve intromission on the 5th thrust. As he enters her he raises up and we can see that Amparo appears to be lifted up by his penis - we see her Kick-Back with first one leg and then the other as she seems to be almost standing on her toes - her hind legs out-stretched. Pascal remains inside her for 29 seconds and the other males mill around them. As he begins to dismount we hear the Open-Mouth Rumbling starts in earnest - first by tuskless Dram and then Amparo begins her Open-Mouthed Estrus-Rumbling, and someone gives a Social-Trumpet. Amparo Tail-Raises and we see semen gush from her vulva. She Backs-Away giving more Estrus-Rumbles. Then we hear Dram Rumble again and then Amparo - back and forth many times as we can see by their alternating Rapid-Ear-Flapping. We hear someone give a Social-Trumpet. A young male reaches Trunk-to-Genitals and she Kicks-Back at him a few times and Tail-Swats him. By now the Rumbling has tapered. (Amboseli, Kenya)",acoustic-vocal
https://vimeo.com/481178212,Mating,Courtship,Estrous,Female,"Pascal is in musth and Qadija is in estrus. Pascal has been Guarding her all day. We have seen signs that they are about to Mate. As this clip starts Pascal with a Penis-Erection Pursues Qadija who engages in an Estrous-Walk, Looking-Back. As Pascal gets closer she slows. With an Open-Mouth Pascal Reaches-Over and she Stands-to-Mate. Pascal Mounts her and appears to achieve intromission on the 7th thrust. Rumbling a Snort-Rumble and Roar-Rumble by other family members can be heard. Qadija Kicks-Back at Pascal and other males gather around them reaching Trunk-Toward them. Pascal is Mounted for 25 seconds and Rumbling by family members continues. As he dismounts Qadija rushes forward and gives an Estrous-Rumble which is answered by Pascal Musth-Rumbling and then another Estrous-Rumble by Qadija who then Head-Shakes and a Roar-Rumble by Queiroz. (Amboseli, Kenya)",acoustic-vocal
https://vimeo.com/413576309,Chase,Courtship,Estrous,Female,"Jolie in estrus is Chased by Conor who Runs-After her with a Penis-Erection. She Runs-Away with Tail-Raised and as he catches up with her she gives two Estrous-Roars. She is very far away so these are barely audible. During the Chase we also hear excited family members Rumbling and Trumpeting. As Conor Reaches-Over her we see her calf in the foreground looking alarmed and unsure where to run. She runs first one way and then after hearing the second Roar she runs back the other way - presumably having heard her mother's voice. Conor Mounts her. Jolie does not Stand-to-Mate and Conor is unsuccessful and the Chase continues. (Amboseli, Kenya)",acoustic-vocal
https://vimeo.com/413576693,Chase,Courtship,Estrous,Female,"This seems to be Ozora in estrus who has reappeared in the same group as Jolie who is also in estrus. Ozora is being Chased by medium male Titus who Runs-After her with a Penis-Erection. She Runs-Away with Tail-Raised. The audio is poor but we hear members of her family making a commotion. She runs out from the swamp edge grassland onto the plains, where another male is closing in on her also with a Penis-Erection. He attempts to Mount her, but then Liaqat appears. He dismounts and Retreats-From Liaqat. (Amboseli, Kenya)",acoustic-vocal
https://vimeo.com/413576902,Chase,Courtship,Estrous,Female,"Ozora is being Chased again by four medium sized males after an unsuccessful Mounting by one of them. (Amboseli, Kenya)",acoustic-vocal
https://vimeo.com/413577035,Chase,Courtship,Estrous,Female,"An estrous female (circled) is Chased by several males. One Reaches-Over her back with his trunk and has a Penis-Erection. None are successful at stopping her and the Chase stops. (Amboseli, Kenya)",acoustic-vocal
https://vimeo.com/413577286,Chase,Courtship,Estrous,Female,"An estrous female is Chased by six males. The largest male is immediately behind her. His running is hampered by his Penis-Erection which is flapping back and forth hitting his legs and we can see him running with his legs wider apart. He attempts to Reach-Over her, but is unable to catch her. As he nears her she gives an Estrous-Roar and continues running. He slows and a younger male takes over. As she circles back other males intervene; the Chase is abandoned and all slow to a walk. (Amboseli, Kenya)",acoustic-vocal
https://vimeo.com/413577411,Chase,Courtship,Estrous,Female,"An estrous female is Chased by a couple of males. A young male is immediately behind her and is Reaching-Over her back as they run towards our car. She does not stop for him. We hear a deep Rumbling waoo-waoo-waoo as he Chases her. This Rumbling we have always assumed was the female, yet it is similar to a lost calf when it is separated and running to look for its family. It could be the calf, but the depth of the Rumbling suggests it is the estrous female. As the young male is almost able to stop her she gives two Estrous-Roars. A larger male enters the scene from the right and the younger male abandons his effort. (Amboseli, Kenya)",acoustic-vocal
https://vimeo.com/413604690,Chase,Courtship,Estrous,Female,"An estrous female is being Chased by males. She happens to run through the middle of a family that is not her own. One of the females begins to Run-After the estrous female along with the males. The estrous female Ear-Folds and Runs-After the females in the other family. Everyone gets extremely excited Rumbling and Trumpeting and Floppy-Running. A couple of the males lose track of who they were Chasing and Run-After the wrong female! The family Floppy-Runs Trumpeting off into the distance. (Amboseli, Kenya)",acoustic-vocal
https://vimeo.com/418376531,Chase,Courtship,Estrous,Female,"Amparo is Chased by Esau and other males. Esau tries Reaching-Over but she keeps running. She Tail-Swats to monitor how close Esau is. We hear her family Rumbling and trumpeting in excitement in the background. Then we hear her emit a series of Estrous-Running-Rumbles and two Estrous-Roars as she is caught and Mounted by Esau. It appears to be a successful Mating and we hear the start of a Mating-Pandemonium. (Amboseli, Kenya)",acoustic-vocal
https://vimeo.com/475000901,Chase,Courtship,Estrous,Female,"Amparo is Chased by Pascal and 4 other males including Esau who Mated with her the day before. Miranda who is at the end of her estrus is running with the males to keep up with Pascal whom she is still following. (Amboseli, Kenya)",acoustic-vocal
https://vimeo.com/475000936,Chase,Courtship,Estrous,Female,")Nastya has been surrounded by up to 17 males. She has been Guarded by a large adult male as well as Pascal - who is a bit on again off again with her. Judging by his behavior he thinks she is not quite at her peak. Meanwhile other younger males are competing for her. In this clip she gets separated from Pascal by a young male who Chases after her with an erection. He is diverted by another medium sized male. By the time we are able to catch up with them a young male has Mounted her. He is scared off by the large male hwho was Guarding Nastya prior to Pascal's arrival. Meanwhile Pascal follows slowly with Nastya's family, still not convinced she is at peak estrus. (Amboseli, Kenya)",acoustic-vocal
https://vimeo.com/475001012,Chase,Courtship,Estrous,Female,")Nastya has been surrounded by up to 17 males. She has been Guarded by a large adult male as well as Pascal - who is a bit on again off again with her. Judging by his behavior he thinks she is not quite at her peak. Meanwhile other younger males are competing for her. In this clip has just been mated twice by younger males and Pascal came over to check her out. Once again he has rejected her. As soon as he departs a young male separates her from the others and the Chase is on again. Three other males join the chase with the last one being her original Guarding male. By the time we catch up to them he has Mated with her. Meanwhile Pascal just Listens from a distance. (Amboseli, Kenya)",acoustic-vocal
https://vimeo.com/477205816,Chase,Courtship,Estrous,Female,")Nastya is still in estrus and surrounded by a lot of males. As this clip begins she is discovered by Esau. Being the largest his arrival upsets the order of things. Nastya begins to move and the male who was in charge has been sidelined by Esau and suddenly she is up for grabs. A young male leads the Chase first at a walk and then at a run. He finally manages to get close enough for a Reach-Over and she gives an Estrous-Roar. He still pursues her and then we can see him try to Mount her. Being young he is inexperienced and rather inept. He tries to grab her with his legs and she gives another Estrous-Roar. He fails to Mount her properly and falls off. We can see semen coming from his full Penis-Erection. By now Esau is finally catching up and the males give up. (Amboseli, Kenya)",acoustic-vocal
https://soundcloud.com/elephantvoices/ethogram-estrous-running-rumble-roar-z1701020,Estrous-Running-Rumble-Roar,Conflict & Confrontation,Estrous,Female,"An estrous female is chased by a male and we hear an Estrous-Running-Rumble-Roar. (Amboseli, Kenya) ",acoustic-vocal
https://vimeo.com/413893452,Estrous-Walk,Advertisement & Attraction,Estrous,Female,"As the clip starts we see a female with Ears-Stiff walking between two bushes. A young male tries to Reach-Over her back and she begins a Retreat-From and then briefly Runs-Away. He Run-After her a few steps with a growing Erection and in an eager rather than aggressive posture. She Looks-Back and Retreats-From. Then when the young male pauses to Sniff-Ground, she stops monitoring his position, Listening, with J-Trunk. (Maasai Mara, Kenya)",acoustic-vocal
https://vimeo.com/413893490,Estrous-Walk,Advertisement & Attraction,Estrous,Female,"Jolie of the JB family is in early estrous. At the start of the clip she is being Chased by musth male Conor and she Runs-Away. As she comes out of the long grass she slows to an Estrous-Walk, a Purposeful-Walk with Chin-Up, Tail-Raised, and Ears-Stiff. She has run in a wide arc and then out into Longinye to meet her family, with Conor still after her. (Amboseli, Kenya)",acoustic-vocal
https://vimeo.com/413893533,Estrous-Walk,Advertisement & Attraction,Estrous,Female,"An estrous female is being followed by several medium and small males. She moves away from them with a long stride Purposeful-Walk occasionally Looking-Back at them. (Amboseli, Kenya)",acoustic-vocal
https://vimeo.com/470980581,Estrous-Walk,Advertisement & Attraction,Estrous,Female,"Amparo (first circle) with her calf is leading Pascal on an Estrous-Walk in a wide arc. Pascal is just behind her being followed himself by Miranda in late estrus (second circle), and her calves. Another four males bring up the rear. (Amboseli, Kenya)",acoustic-vocal
https://vimeo.com/470980617,Estrous-Walk,Advertisement & Attraction,Estrous,Female,"Nastya of the ND family is in estrous and is being followed by 10 males. Notice the size difference! She is only 8 years old and 2 months. She engages in an Estrous-Walk - purposeful gait, Ears-Stiff and Looking-Back. (Amboseli, Kenya)",acoustic-vocal
https://vimeo.com/470980771,Estrous-Walk,Advertisement & Attraction,Estrous,Female,"An estrous female with a young calf avoids a young male who follows her eagerly. (Amboseli, Kenya)",acoustic-vocal
https://vimeo.com/470980862,Estrous-Walk,Advertisement & Attraction,Estrous,Female,"An estrous female with a young calf avoids a young male who follows her eagerly. She leads the male in a wide arc away from her family, who are near to us, and can be seen disappearing in the distance. Another male considers joining the pursuit, raising his trunk in a Periscope-Trunk, but gives up with a Head-Shake. (Amboseli, Kenya)",acoustic-vocal
https://vimeo.com/473762497,Mating-Pandemonium,Advertisement & Attraction,Estrous,Female,"Amparo is Chased by Esau and other males. Esau tries Reaching-Over but she keeps running. She Tail-Swats to monitor how close Esau is. We hear her bond-group Rumbling and Social-Trumpeting in excitement in the background. Then we hear her emit a series of Estrous-Running-Rumbles and two Estrous-Roars as she is caught and Mounted by Esau. It appears to be a successful Mating and we hear the start of a Mating-Pandemonium as her family rushes to the scene. This is very intricate behavior to try to annotate and we have only marked some of the behaviors that occur during a Mating-Pandemonium. As Amparo begins her Estrous-Song with a series of Open-Mouthed Estrous-Rumbles that are associated with Rapid-Ear-Flapping members of her family Rumble and Social-Trumpet overlapping their calls with hers. We see a young tuskless female, Dram, come in from the left Rumbling with an Open-Mouth and Rapid-Ear-Flapping as she moves to join Amparo. Dram is followed by a straight tusked female (and several calves) who appears to be Qapella. She Runs-Toward Amparo Rapid-Ear-Flapping and we believe she gives a Social-Trumpet. She moves to Amparo's side and Amparo greets her Trunk-to-Mouth - both display Head-Raising and Open-Mouths as they do. The calling continues though softer and is drowned out by the wind. (Amboseli, Kenya)",acoustic-vocal
https://vimeo.com/473762650,Mating-Pandemonium,Advertisement & Attraction,Estrous,Female,"Amparo is Chased and Mated by a medium sized male in musth. Immediately before the Chase Amparo had permitted the male to drive her. He stayed Mounted for 26 seconds. As the Mating came to an end we hear the first Rumble. Amparo gives an Estrous-Rumbles and others join in a Mating-Pandemonium, Rumbling, Social-Trumpeting and a long Nasal-Trumpet. There is Rapid-Ear-Flapping with each of the Rumbles and Tail-Raising by the most vocal participants. We see Amparo's closest friends - a tuskless female and another female and their calves. This is a bit distant but you can see elephants gravitating toward her and hear the calling. Pascal obviously hears it too as he disrupts the pair 2 minutes and 45 seconds later and takes over. The clip has been edited to shorten it. (Amboseli, Kenya)",acoustic-vocal
https://vimeo.com/473762777,Mating-Pandemonium,Advertisement & Attraction,Estrous,Female,"After a Chase at a run or at a fast Walk and Pascal attempting to Reach-Over her to slow her movement, Amparo herself chooses to stop and the Rumbling of onlookers begins. With a full Penis-Erection attempts intromission. Amparo gives an Estrous-Roar and is streaming with Temporal-Gland-Secretion. Miranda - also in estrus, rushes over Rapid-Ear-Flapping. We can see a thread of semen. He achieves intromission on the 6th thrust; it lasts 32 seconds. We hear a Social-Trumpet and Miranda Rumbles and Rapid-Ear-Flaps. A family member and calf approach Rumbling and there is more Social-Trumpeting. As he dismounts we can see semen gush from Amparo's vagina and she gives an Estrous-Rumble with Open-Mouth and Chin-Out. Miranda Rumbles and Amparo gives another Open-Mouth Estrous-Rumble. She steps forward giving another Estrous-Rumble with Open-Mouth and Tail-Raising. More Rumbling and Social-Trumpeting as the family and others gather around in a Mating-Pandemonium. Miranda, Amparo and a relative all Rumble. Miranda approaches Pascal and reaches Trunk-to-Genitals, which causes her more excitement and renewed Rumbling. More Social-Trumpeting. Amparo steps forward again Tail-Raising. Estrous female Miranda Runs-After her Ear-Folding and Amparo Runs-Away. Miranda Rapid-Ear-Flaps and Backs-Toward Pascal. Miranda stands Rapid-Ear-Flapping with Open-Mouth and is likely Rumbling. Pascal follows Amparo. (Amboseli, Kenya)",acoustic-vocal
