filename,context,sound_type,age_sex,comm_mode,description,url,session_id,elephant_id,body_part,country,mean_f0,std_f0,f0_range,f0_slope,mean_f1,mean_f2,mean_f3,duration,attack_time,temporal_centroid,rms_energy,mean_hnr,spectral_flatness,spectral_centroid,spectral_bandwidth,spectral_rolloff,mfcc_1,mfcc_2,mfcc_3,mfcc_4
16_Affiliative_Greeting-Rumble_seg006.wav,Affiliative,Greeting-Rumble,Juvenile/Adolescent Male,acoustic-vocal,"Unfortunately we cannot see the elephants well and the wind is very strong rendering some of the video useless. The clip we have put together starts with a view of a tree and a clump of bushes where most of Grumpy Grandma's family are resting. Matriarch Grumpy Grandma herself is not among them. Early on, but not included in this selection, were some Rumbles that sounded like Contact-Calls and as the second scene starts we hear a couple of powerful Social-Trumpets and Greeting-Rumbles. So we surmise that they are communicating with and greeting someone important to the family - though there is still no sign of this ""person"". Rumbling continues and, after some time, we can just see through the bushes a calf arriving - it is Latino's little 18 month old male. And then another calf comes and finally we see Grumpy Grandma walking toward them. As she arrives the Greeting-Rumbles and Social-Trumpeting begin afresh. Note that Grumpy Grandma arrives with Temporin as expected in a Greeting-Ceremony. (Maasai Mara, Kenya)",https://vimeo.com/369276618,16_Affiliative_Greeting-Rumble,Greeting-Rumble,vocal,Kenya,19.021025167814834,3.7117044710996976,10.667105432230182,0.0078093626920065756,77.36332649198454,115.29504644713225,148.42234552409877,2.76,1.0042708333333332,1.3475908958308433,0.046670615673065186,9.498625574058222,1.6124195099109784e-05,362.98061037264426,1463.2393103481916,182.52292471042472,-276.8846435546875,213.4644775390625,62.79764175415039,-60.620147705078125
24_Calf Nourishment & Weaning_Grumble-Rumble_seg003.wav,Calf Nourishment & Weaning,Grumble-Rumble,Calf,acoustic-vocal,"Selengei's 6 year male calf walks along side of her in a Solicit-Suckling posture and gives a Begging-Rumble. She stops and adopts a Suckling-Stance and he Suckles. He decides to try his luck on the other side. On his way around behind her he stops to pinch her genitals - as if to let her know he wants more. He has learned a lot of tricks by this age! After his pinch he gives a Begging-Rumble and Suckles while she browses. Then she begins to walk and he again walks along side of her in a Solicit-Suckling posture, his trunk outstretched, and gives another Begging-Rumble. She continues to walk and he gives a third Begging-Rumble. She stops and adopts a Suckling-Stance and he Suckles. We can hear Maasai livestock in the background and she is eager to move on. She interrupts his Suckling and he gives a Grumble-Rumble in a more complaining tone. She continues to walk. In this series of calls we can hear the subtle shift from polite Begging-Rumble to more complaining Grumble-Rumble - it is not easy to draw a clear line between the two. (Maasai Mara, Kenya)",https://vimeo.com/368009678,24_Calf Nourishment & Weaning_Grumble-Rumble,Grumble-Rumble,vocal,Kenya,17.161914713875547,7.301554584362171,20.24207901897271,-0.023377917273564548,81.00359200515146,138.023920748889,200.79698162698728,5.128,1.9127291666666666,2.584431944523986,0.06808583438396454,-2.6894439810738637,1.0886585187108722e-05,274.8208719693558,1328.9319568225658,170.83549896049897,-231.9845733642578,208.61947631835938,100.78763580322266,9.212512016296387
10_Conflict & Confrontation_Rumble-Roar_seg004.wav,Courtship,Rumble-Roar,Calf,acoustic-vocal,"This clip contains part of an Estrous-Rumble overlapping with a Rumble-Roar -two calls that occurred at the beginning of a Mating-Pandemonium. (Maasai Mara, Kenya) ",https://soundcloud.com/elephantvoices/ethogram-rumble-roar-a1102909,10_Conflict & Confrontation_Rumble-Roar,Rumble-Roar,vocal,Kenya,23.388184214702132,0.774643199099276,3.3014358842643823,-0.006567979507779717,91.02144788875796,142.27825748385996,185.4720153010726,3.1130158730158732,0.7268707482993197,1.45637477183612,0.037246521562337875,1.604992835098715,1.7075075447792187e-05,183.7795416581153,952.7000495933448,184.83333091310408,-222.1077117919922,273.7254943847656,62.87395477294922,-58.31111526489258
02_Conflict & Confrontation_Alarmed-Trumpet_seg001.wav,Conflict & Confrontation,Alarmed-Trumpet,Juvenile/Adolescent Male,acoustic-vocal,"This is a short clip from a longer sequence in which the Mabenzi family finds our tire tracks from 45 minutes earlier. Part of the family goes to get Mwana Nzo and Valente to help. As this clip begins, Valente reaches the track and begins to Sniff it. She is followed by a daughter who reaches the track and Trumpets in Alarm (Alarmed-Trumpet). Mwana Nzo moves up smartly to check the track. She sniffs and then Stands-Tall looking at Kate’s/Greg’s car x 2 and then sniffs again and decides, correctly, that it is us - she turns on us Standing-Tall and then begins a what looks like a Charge but is only a few Bow-Neck-Advance and then Kick-Dust. She reconsiders and begins Backing-Away and Touch-Ground. She turns and leads a Full-Retreat and adopts the Rear-Guard. (Gorongosa, Mozambique)",https://vimeo.com/328596427,02_Conflict & Confrontation_Alarmed-Trumpet,Alarmed-Trumpet,vocal,Kenya,7.428033695728865,0.0067033830317120725,0.019488104946361773,0.0030845715706615214,78.59029676488012,121.34345579062733,165.43240713269685,2.514666666666667,1.5049375,1.3486945303431435,0.04731572046875954,5.310752886233145,6.751595356035978e-05,311.19776735611504,1523.7144167775782,208.45471398305085,-233.29505920410156,224.53842163085938,82.27706909179688,-33.43189239501953
37_Protest & Distress_Roar_seg001.wav,Protest & Distress,Roar,Infant,acoustic-vocal,")There is tension around an estrous female. One of the males Advances-Toward another and then Runs-After and Tusks him, the younger male Runs-Away and Roars in protest. (Amboseli, Kenya)",https://vimeo.com/417966077,37_Protest & Distress_Roar,Roar,vocal,Kenya,0.0,0.0,0.0,0.0,86.19045944683998,137.16001476840054,182.70317704081768,3.2186666666666666,2.3697916666666665,1.9427112493489345,0.09841036051511765,6.150537346861327,5.15831061420613e-06,200.12864668482388,1136.0044702929995,138.06394867549668,-178.8694610595703,213.07530212402344,76.18089294433594,-23.913606643676758
01_Affiliative_Mating-Pandemonium_seg011.wav,Aggressive,Mating-Pandemonium,Adult Female,acoustic-vocal,"A Mating-Pandemonium by the LB family occurs after Agamemnon in musth mates with Laura. There are Estrous-Rumbles, Roar-Rumbles, Trumpets. Unfortunately the audio is not great as this was recorded on experimental tape that began to disintegrate. (Amboseli, Kenya) ",https://soundcloud.com/elephantvoices/ethogram-mating-pandemonium-v0801220,01_Affiliative_Mating-Pandemonium,Mating-Pandemonium,vocal,Kenya,19.147654311187203,5.466233267799907,13.72625115018728,-0.03488516969069516,80.3277119179805,127.35873380908306,169.6931090059576,3.9605442176870747,1.2039909297052154,1.6571178300089562,0.07542493939399719,1.916086068855896,3.667867349577136e-05,347.10775921983253,1204.1448290400006,409.5715974506579,-185.73809814453125,215.3014373779297,75.55077362060547,-28.78750991821289
08_Courtship_Mating_seg009.wav,Courtship,Mating,Adult Male,acoustic-vocal,"Pascal is in musth and Amparo is in estrus and they are in Consort. This is the 4th day that she is in estrus and she is at her peak. At the start of the clip we see Pascal standing next to Amparo with a Penis-Erection. Pascal then begins a series of courtship behaviors for 2 and a half minutes: Reaching-Over her and Resting-Head on her three times and in between these gently Driving her - pushing and nudging her from side to side and reaching his Trunk-Toward her. Meanwhile, Amparo cooperates and shows she is ready by Backing-Toward him. She Stands-to-Mate. As the other elephants realise what is about to happen they walk toward her to watch. Tuskless Dram Rumbles and Amparo joins her with an Estrous-Rumble. Dram Rumbles twice more. As Pascal circles Amparo preparing her and himself, Dram walks over to sniff Pascals penis, reaching Trunk-to-Genitals and then Rumbles again. The tension in the group is palpable and two younger males in the background get into a Duel, Tusk-Clanking. An elephant Trumpets. Another male Runs-After them. Meanwhile Pascal steps back and forth shifting his weight from one foot to the other as he prepares to lift himself onto his hind legs and Dram Rumbles again. Pascal mounts and appears to achieve intromission on the 5th thrust. As he enters her he raises up and we can see that Amparo appears to be lifted up by his penis - we see her Kick-Back with first one leg and then the other as she seems to be almost standing on her toes - her hind legs out-stretched. Pascal remains inside her for 29 seconds and the other males mill around them. As he begins to dismount we hear the Open-Mouth Rumbling starts in earnest - first by tuskless Dram and then Amparo begins her Open-Mouthed Estrus-Rumbling, and someone gives a Social-Trumpet. Amparo Tail-Raises and we see semen gush from her vulva. She Backs-Away giving more Estrus-Rumbles. Then we hear Dram Rumble again and then Amparo - back and forth many times as we can see by their alternating Rapid-Ear-Flapping. We hear someone give a Social-Trumpet. A young male reaches Trunk-to-Genitals and she Kicks-Back at him a few times and Tail-Swats him. By now the Rumbling has tapered. (Amboseli, Kenya)",https://vimeo.com/468544313,08_Courtship_Mating,Mating,vocal,Kenya,23.380736907366195,1.721812021664804,6.2971298399443505,-0.015968004545740707,78.78331907903812,121.32751504844991,158.30742384348193,3.8693333333333335,1.7112083333333334,1.6517303065277207,0.06911100447177887,5.852371979529541,1.1436490240157582e-05,264.30088337314504,1167.6764524187492,171.42303719008265,-207.8925018310547,219.01158142089844,72.67113494873047,-44.27025604248047
03_Calf Reassurance & Protection_Trumpet-Blast_seg006.wav,Calf Reassurance & Protection,Trumpet-Blast,Infant,acoustic-vocal,"Note: Powerful elephant calls! Little E is one month old. As the clip starts he is seen being looked after by allomothers V-Notch and Lorato. He becomes curious about the filmmakers car and walks toward it. V-notch, who is ahead, becomes alarmed and turns back to protect him Ear-Spreading and briefly Trunk-Sucking. Little E rushes past them to the car. Bob says softly ""Hey, Little E"" as he (we believe) touches the car. The two aunties freak out and give a series of Trumpet-Blasts. Little E is alarmed - caught between his noisy aunties and the car. He is too close to see what is happening, but we can see him Tail-Raising and see the feet of his allomothers moving back and forth. His mother, Mama Little E, rushes over to join the allomothers and manages to retrieve him. They all Shepherd him back to safety, Backing-Away while Standing-Tall and his mother uses her trunk to gently move him away. They rumble and Bunch around Little E with Mama Little E and V-Notch on either side and Lorato Sashaying in to fill in the gap between Little E and the vehicle. They continue to Back-Away and then, when little E tries to Suckle, his mother uses her trunk to purposefully lead his mouth to her breast (Trunk-to-Breast). Lorato Head-Shakes. Then they walk away past car. (Maasai Mara, Kenya)",https://vimeo.com/370835482,03_Calf Reassurance & Protection_Trumpet-Blast,Trumpet-Blast,vocal,Kenya,44.174195654944604,20.23314013850373,47.589460186346585,-1.0672167582304788,78.58702379854408,127.64045659215188,197.13905626193912,2.504,1.1109375,1.267853766694865,0.05547916516661644,-1.1467885916107476,4.7536948841298e-05,396.8093396115216,1796.8003287189379,167.75265957446808,-270.1319580078125,164.76609802246094,109.45697021484375,49.8185920715332
10_Conflict & Confrontation_Rumble-Roar_seg003.wav,Conflict & Confrontation,Rumble-Roar,Calf,acoustic-vocal,"This clip contains part of an Estrous-Rumble overlapping with a Rumble-Roar -two calls that occurred at the beginning of a Mating-Pandemonium. (Maasai Mara, Kenya) ",https://soundcloud.com/elephantvoices/ethogram-rumble-roar-a1102909,10_Conflict & Confrontation_Rumble-Roar,Rumble-Roar,vocal,Kenya,20.883783261086595,4.387957711534341,12.044291042873075,0.01936009272340672,92.8977167066377,142.96125406595996,184.07536023275003,2.764716553287982,1.0494104308390022,1.3157196132577136,0.060955848544836044,3.6005523497642997,1.1483306479931343e-05,151.65145878589647,744.2462429551051,186.4108672201883,-180.8697967529297,267.69970703125,64.40261840820312,-55.841209411621094
03_Movement Space & Leadership_Lets-Go-Rumble_seg001.wav,Movement Space & Leadership,Lets-Go-Rumble,Adult Male,acoustic-vocal,"It is near dusk and Selengei is Waiting to lead her family out of Naboisho Conservancy. She is Listening and we can hear the sounds of Maasai and their livestock in the background as they head back to their boma. The elephants are waiting for the Maasai to be at a safe distance and are Waiting for their matriarch, Selengei to decide when to move. Her family is growing impatient. We hear two or three overlapping Let's-Go-Rumbles by the Waiting group as we can see them Ear-Flapping. The female on the right gives an Ear-Flap-Slide as she becomes aware of Selengei's approach and prepares to move. We hear the filmmaker say that Selengei is coming. The camera pans out and we see Selengei has initiated a Group-March and the entire group of 40 elephants follows her movement. (Maasai Mara, Kenya)",https://vimeo.com/368748459,03_Movement Space & Leadership_Lets-Go-Rumble,Lets-Go-Rumble,vocal,Kenya,13.379483082545878,6.912922395390215,21.00407782824613,0.012406765821030995,83.10634424315909,131.2713627086298,185.8478615138212,8.872,0.6320208333333334,3.9581468934862913,0.07336123287677765,2.418255915193213,1.1896294381585903e-05,192.91341935724918,1035.4823432326134,147.16045673076923,-147.11131286621094,189.51419067382812,90.47472381591797,4.180182456970215
29_Social Play_Conciliation_seg001.wav,Social Play,Conciliation,Adult Female,acoustic-vocal,"Two males are Sparring - gm0009 with a broken leg is on the right and a slightly smaller male on the left. Gm0009 is forced back but then Pushes back against the other male. It gets rough and then gm0009 turns and Rump-Present and Tail-Swats allowing the smaller male to touch him Trunk-to-Genitals. The Trunk-to-Genitals seems to be a Conciliatory gesture. After this the younger male backs up and Kneel-Down and engages in Tusk-Ground. The two face one another while he is on his knees. This behavior is not uncommon when there are differing sizes or abilities between two Sparring partners as if the more competent wants to make himself less threatening to the broken-legged male. This is a kind of Helping behavior. Thereafter they continue the game. (Gorongosa, Mozambique)",https://vimeo.com/377301945,29_Social Play_Conciliation,Conciliation,vocal,Kenya,0.0,0.0,0.0,0.0,78.91021127804275,123.71027111372342,165.4754540721103,6.034666666666666,4.995833333333334,2.9504698251475467,0.08564518392086029,1.489171351966394,1.3605007325168117e-06,142.0059565008265,794.102191221188,136.64973498233215,-169.1609649658203,281.04779052734375,95.2146224975586,-43.764739990234375
29_Social Play_Conciliation_seg005.wav,Social Play,Conciliation,Adult Male,acoustic-vocal,"Two males are Sparring - gm0009 with a broken leg is on the right and a slightly smaller male on the left. Gm0009 is forced back but then Pushes back against the other male. It gets rough and then gm0009 turns and Rump-Present and Tail-Swats allowing the smaller male to touch him Trunk-to-Genitals. The Trunk-to-Genitals seems to be a Conciliatory gesture. After this the younger male backs up and Kneel-Down and engages in Tusk-Ground. The two face one another while he is on his knees. This behavior is not uncommon when there are differing sizes or abilities between two Sparring partners as if the more competent wants to make himself less threatening to the broken-legged male. This is a kind of Helping behavior. Thereafter they continue the game. (Gorongosa, Mozambique)",https://vimeo.com/377301945,29_Social Play_Conciliation,Conciliation,vocal,Kenya,0.0,0.0,0.0,0.0,78.98382668324788,123.37405784195903,165.92561268475606,4.573333333333333,3.365854166666667,2.3772627528680434,0.07519984245300293,1.0566302725345968,7.528460628236644e-06,152.92007457851832,848.9411693091196,152.7534965034965,-177.66880798339844,282.9724426269531,92.55438995361328,-47.64292907714844
15_Social Play_Pulsated-Trumpet_seg001.wav,Social Play,Pulsated-Trumpet,Calf,acoustic-vocal,"Familes have come together at KH4 water hole. Two juveniles are playing a game of what we call 'Imaginary Enemies' and are crashing through the Sporobilis consimilus grass with Chins-Up as if something really scary is in the grass. They give numerous Pulsated-Trumpets as they romp about. (Amboseli, Kenya)",https://vimeo.com/470112887,15_Social Play_Pulsated-Trumpet,Pulsated-Trumpet,vocal,Kenya,0.0,0.0,0.0,0.0,81.49817888081917,127.99442204172587,174.2048989125445,2.6426666666666665,1.62325,1.3317208133363403,0.11695291846990585,-0.06041871881987988,5.990126282995334e-06,193.54432865966533,1029.5066998694099,141.47555443548387,-163.5356903076172,234.3695831298828,99.3047866821289,-11.170266151428223
10_Conflict & Confrontation_Rumble-Roar_seg005.wav,Courtship,Rumble-Roar,Calf,acoustic-vocal,"This clip contains part of an Estrous-Rumble overlapping with a Rumble-Roar -two calls that occurred at the beginning of a Mating-Pandemonium. (Maasai Mara, Kenya) ",https://soundcloud.com/elephantvoices/ethogram-rumble-roar-a1102909,10_Conflict & Confrontation_Rumble-Roar,Rumble-Roar,vocal,Kenya,22.21512860193494,4.09053684467229,17.108256393295186,-0.03942308668252401,78.88544505553202,125.89671142653272,167.40085886591783,3.2523356009070294,2.05390022675737,1.5214375716216901,0.045153532177209854,1.8835926906593936,5.198302460485138e-05,207.89194068051958,1005.9184375107276,224.14455210186833,-232.70436096191406,282.46893310546875,79.82152557373047,-52.6286506652832
12_Attacking & Mobbing_Trumpet-Blast_seg001.wav,Attacking & Mobbing,Trumpet-Blast,Adult Male,acoustic-vocal,")A sub-section of the C family is crossing the track behind us. We have been observing them for a while and they have been very vigilant Listening and Head-Swinging. Nomada crosses first but is rather unsure - she stands looking at us, Chin-Up and Ears-Spread. She Backs-Toward the others who are still on the other side of the track. She Reach-Touch Corajosa, as if to get her attention and, we believe, her assistance. Corajosa Rapid-Ear-Flaps and Rumbles. Nomada turns to cross the track again with calves in tow and turns to face us with Ears-Spread. Corajosa then comes from the bushes on the left, and Sashays across the road. We hear more deep Rumbling. She Kicks-Dust and Charges with her Head-Low. She gives a Trumpet-Blast and does a Trunk-Bounce with her chopped trunk at then end of her Charge. Someone else also Trumpets and we hear more Rumbling. (Gorongosa, Mozambique)",https://vimeo.com/377506738,12_Attacking & Mobbing_Trumpet-Blast,Trumpet-Blast,vocal,Kenya,0.0,0.0,0.0,0.0,74.50253885086765,120.66065314040607,169.9588088752703,2.546666666666667,1.5282916666666666,1.2240102969104938,0.06535506993532181,3.39636774617229,4.451088170753792e-05,213.83919255679905,1273.8625562537181,149.1566422594142,-224.69442749023438,208.44447326660156,117.75692749023438,29.206165313720703
10_Conflict & Confrontation_Rumble-Roar_seg010.wav,Courtship,Rumble-Roar,Calf,acoustic-vocal,"This clip contains part of an Estrous-Rumble overlapping with a Rumble-Roar -two calls that occurred at the beginning of a Mating-Pandemonium. (Maasai Mara, Kenya) ",https://soundcloud.com/elephantvoices/ethogram-rumble-roar-a1102909,10_Conflict & Confrontation_Rumble-Roar,Rumble-Roar,vocal,Kenya,16.91678710832607,3.8536078953826345,10.793448524520526,0.0032760873744554575,82.1888937276589,125.15278078467666,164.32667914672723,5.922630385487528,0.9393650793650794,2.5569817949034164,0.0907459706068039,3.8083711004682246,1.0724932508310303e-05,176.06996447151337,729.8334103932422,169.99010059931507,-147.4993896484375,261.3550109863281,71.20558166503906,-55.727420806884766
